time,Ia,Ib,Ic,fault_label
0.0,-0.04205824474598262,-0.9323165070307388,0.8886903493332559,0
0.001001001001001001,0.24015685272350817,-0.9592053741784642,0.6851176595276147,0
0.002002002002002002,0.5906187857296434,-0.9941902560078624,0.4159075703747844,0
0.003003003003003003,0.8396135878703399,-0.8444695186480421,0.0799072795810078,0
0.004004004004004004,0.8242795340662381,-0.7852349536542372,-0.22174747637341102,0
0.005005005005005005,1.0491866508834515,-0.4688909637961184,-0.5156936566039748,0
0.006006006006006006,0.8780386563115041,-0.22752897837119368,-0.8065428880792933,0
0.007007007007007007,0.8029596589702342,0.1030221394991462,-0.9661803378023105,0
0.008008008008008008,0.5799870208926654,0.42063404369536167,-0.9442934564115019,0
0.009009009009009009,0.2382593819683235,0.703058938756172,-0.8911233412417521,0
0.01001001001001001,-0.027429688285187336,0.8845291902751586,-0.8603860573493182,0
0.011011011011011011,-0.28873290259737483,0.9672934229131962,-0.7400329611875452,0
0.012012012012012012,-0.6212091153813061,1.067617335694562,-0.4572891791922568,0
0.013013013013013013,-0.7684741766188942,0.9213885503594283,-0.19452289086929594,0
0.014014014014014014,-0.9574324739005358,0.7457405224403831,0.16873272459482863,0
0.015015015015015015,-1.0222283619736805,0.4724624249151944,0.5943269808061565,0
0.016016016016016016,-0.9039440047625712,0.19527023303686428,0.7246258958004674,0
0.017017017017017015,-0.7779381126280314,-0.16833807017142516,0.911906108386167,0
0.018018018018018018,-0.5807107931378604,-0.4153429643593806,1.0354480065974834,0
0.01901901901901902,-0.18411536419863012,-0.7034719352368494,0.9772548062757027,0
0.02002002002002002,0.05959728486628272,-0.9075880973357694,0.8291254317030512,0
0.02102102102102102,0.29414874736196084,-1.007010122270466,0.7156948253231621,0
0.022022022022022022,0.4926890101272171,-1.1033590403200235,0.4232766312898882,0
0.023023023023023025,0.7911181140006873,-0.8628149243390848,0.17837733446018833,0
0.024024024024024024,1.0006652387924748,-0.6864262893804308,-0.20172281634941738,0
0.025025025025025023,1.0121823583974847,-0.485319089673153,-0.559651779225226,0
0.026026026026026026,1.0613826397920114,-0.18387954091413622,-0.7402087003471018,0
0.02702702702702703,0.8310206020132805,0.09927525280315225,-0.9078324846419271,0
0.028028028028028028,0.5963474654271744,0.31997037226180935,-0.962595975940611,0
0.029029029029029027,0.3398342055846589,0.7686773483395417,-0.9710979261610174,0
0.03003003003003003,-0.007162511798826736,0.8782423899575187,-0.9199617699555456,0
0.031031031031031032,-0.24190500022085618,0.9198726741802083,-0.7013406403700511,0
